#ADE#;#VALOR_BASE#;#VALOR_BASE_BRUTO#;#VALOR_CMS#;#PRAZO#;#CODIGO_TABELA#;#DATA_DIGITACAO#
507360084;126,79;126,79;15,21;8;13728077;17/02/2024
507360080;281,23;281,23;33,75;6;13728077;17/02/2024
507360061;103,30;103,3;12,4;9;13728077;17/02/2024
507360056;1109,60;1109,6;133,15;10;13728077;17/02/2024
507360015;502,22;502,22;60,27;10;13728077;17/02/2024
507359992;1263,63;1263,63;151,64;10;13728077;17/02/2024
507359886;128,72;128,72;15,45;8;13728077;17/02/2024
507359771;109,64;109,64;13,16;6;13728077;17/02/2024
507359767;187,74;187,74;22,53;8;13728077;17/02/2024
507359736;117,24;117,24;14,07;6;13728077;17/02/2024
