#ADE#;#VALOR_BASE#;#VALOR_BASE_BRUTO#;#VALOR_CMS#;#PRAZO#;#CODIGO_TABELA#;#DATA_DIGITACAO#
507396391;288,98;288,98;47,68;7;13728077;27/02/2024
507396385;129,95;129,95;21,44;6;13728077;27/02/2024
507396260;123,33;123,33;20,35;10;13728077;27/02/2024
507396143;1123,31;1123,31;185,35;10;13728077;27/02/2024
507395697;225,08;225,08;37,14;8;13728077;27/02/2024
507395424;361,35;361,35;59,62;10;13728077;27/02/2024
507395285;230,70;230,7;38,07;8;13728077;27/02/2024
507394665;101,20;101,2;16,7;5;13728077;27/02/2024
507394557;171,16;171,16;28,24;8;13728077;27/02/2024
507394541;126,78;126,78;7,61;6;13728076;27/02/2024
507394523;179,78;179,78;29,66;7;13728077;27/02/2024
507394366;131,23;131,23;21,65;8;13728077;27/02/2024
507394064;513,15;513,15;84,67;10;13728077;27/02/2024
507393914;106,22;106,22;17,53;5;13728077;27/02/2024
507393232;588,90;588,9;97,17;8;13728077;27/02/2024
507392962;112,89;112,89;18,63;6;13728077;27/02/2024
