#ADE#;#VALOR_BASE#;#VALOR_BASE_BRUTO#;#VALOR_CMS#;#PRAZO#;#CODIGO_TABELA#;#DATA_DIGITACAO#
507351903;4546,33;4546,33;545,56;1;13728077;15/02/2024
507351722;800,35;800,35;96,04;8;13728077;15/02/2024
507351565;144,70;144,7;17,36;10;13728077;15/02/2024
507351420;200,22;200,22;24,03;7;13728077;15/02/2024
507351233;108,85;108,85;13,06;7;13728077;15/02/2024
507350616;216,11;216,11;25,93;10;13728077;15/02/2024
507350143;2327,18;2327,18;279,26;9;13728077;15/02/2024
507349614;328,42;328,42;39,41;10;13728077;15/02/2024
507349586;292,35;292,35;35,08;10;13728077;15/02/2024
507348972;114,73;114,73;13,77;7;13728077;15/02/2024
507348845;103,80;103,8;12,46;6;13728077;15/02/2024
507348412;118,89;118,89;14,27;8;13728077;15/02/2024
507348355;98,40;98,4;11,81;7;13728077;15/02/2024
507348277;268,81;268,81;32,26;9;13728077;15/02/2024
507348222;105,77;105,77;12,69;5;13728077;15/02/2024
507348163;146,74;146,74;17,61;5;13728077;15/02/2024
507348142;154,61;154,61;18,55;8;13728077;15/02/2024
507348087;184,19;184,19;22,1;7;13728077;15/02/2024
507347894;124,45;124,45;14,93;8;13728077;15/02/2024
507347869;111,59;111,59;13,39;5;13728077;15/02/2024
507347847;205,77;205,77;24,69;10;13728077;15/02/2024
507347817;113,82;113,82;13,66;6;13728077;15/02/2024
507347751;1368,66;1368,66;164,24;10;13728077;15/02/2024
507347330;147,63;147,63;17,72;7;13728077;15/02/2024
507347277;167,66;167,66;20,12;8;13728077;15/02/2024
507347260;4429,95;4429,95;531,59;10;13728077;15/02/2024
507347163;102,71;102,71;6,16;4;13728076;15/02/2024
507347031;152,67;152,67;18,32;10;13728077;15/02/2024
507346974;127,33;127,33;15,28;6;13728077;15/02/2024
507346710;143,99;143,99;17,28;7;13728077;15/02/2024
507346645;129,95;129,95;15,59;7;13728077;15/02/2024
507346599;108,81;108,81;13,06;5;13728077;15/02/2024
507346586;245,49;245,49;29,46;10;13728077;15/02/2024
507346282;187,91;187,91;22,55;8;13728077;15/02/2024
507346159;109,18;109,18;13,1;7;13728077;15/02/2024
507346108;259,60;259,6;31,15;8;13728077;15/02/2024
507346056;246,17;246,17;29,54;10;13728077;15/02/2024
507345972;118,53;118,53;14,22;6;13728077;15/02/2024
507345936;141,38;141,38;16,97;7;13728077;15/02/2024
507345808;168,59;168,59;20,23;6;13728077;15/02/2024
507345606;143,75;143,75;17,25;10;13728077;15/02/2024
507345516;1421,57;1421,57;170,59;10;13728077;15/02/2024
507345449;109,77;109,77;13,17;5;13728077;15/02/2024
507345415;2406,26;2406,26;288,75;1;13728077;15/02/2024
507344973;336,91;336,91;40,43;8;13728077;15/02/2024
507344525;116,53;116,53;13,98;7;13728077;15/02/2024
507344261;138,02;138,02;16,56;8;13728077;15/02/2024
507344083;104,22;104,22;12,51;5;13728077;15/02/2024
507343916;140,45;140,45;16,85;7;13728077;15/02/2024
507343753;109,33;109,33;13,12;8;13728077;15/02/2024
507343635;180,98;180,98;21,72;10;13728077;15/02/2024
507343235;295,27;295,27;35,43;10;13728077;15/02/2024
507342646;165,21;165,21;19,83;8;13728077;15/02/2024
507342630;277,66;277,66;33,32;10;13728077;15/02/2024
507342509;300,99;300,99;36,12;8;13728077;15/02/2024
507342457;233,75;233,75;28,05;8;13728077;15/02/2024
507341638;348,68;348,68;41,84;7;13728077;15/02/2024
