#ADE#;#VALOR_BASE#;#VALOR_BASE_BRUTO#;#VALOR_CMS#;#PRAZO#;#CODIGO_TABELA#;#DATA_DIGITACAO#
507366588;5709,39;5709,39;685,13;10;13728077;19/02/2024
507366573;2145,64;2145,64;128,74;9;13728076;19/02/2024
507366475;139,54;139,54;16,74;4;13728077;19/02/2024
507366471;201,55;201,55;24,19;10;13728077;19/02/2024
507366435;247,98;247,98;29,76;8;13728077;19/02/2024
507366237;210,45;210,45;25,25;6;13728077;19/02/2024
507366147;210,75;210,75;25,29;6;13728077;19/02/2024
507366113;159,30;159,3;19,12;6;13728077;19/02/2024
507366074;112,23;112,23;13,47;7;13728077;19/02/2024
507366015;109,96;109,96;13,2;9;13728077;19/02/2024
507365961;609,30;609,3;73,12;10;13728077;19/02/2024
507365906;3898,16;3898,16;467,78;2;13728077;19/02/2024
507365753;114,32;114,32;13,72;5;13728077;19/02/2024
507365665;385,57;385,57;46,27;10;13728077;19/02/2024
507365585;108,55;108,55;13,03;5;13728077;19/02/2024
507365282;109,84;109,84;13,18;6;13728077;19/02/2024
507364687;736,33;736,33;88,36;10;13728077;19/02/2024
507364686;221,80;221,8;26,62;6;13728077;19/02/2024
507364494;238,38;238,38;28,61;6;13728077;19/02/2024
507364396;1581,09;1581,09;189,73;1;13728077;19/02/2024
507364339;524,67;524,67;62,96;6;13728077;19/02/2024
507364274;107,06;107,06;12,85;6;13728077;19/02/2024
507363987;529,80;529,8;63,58;9;13728077;19/02/2024
507363878;302,10;302,1;36,25;8;13728077;19/02/2024
507363766;1501,93;1501,93;180,23;8;13728077;19/02/2024
507363663;220,54;220,54;26,46;7;13728077;19/02/2024
507363641;1039,16;1039,16;124,7;7;13728077;19/02/2024
507363336;104,67;104,67;12,56;5;13728077;19/02/2024
507363258;1005,40;1005,4;60,32;10;13728076;19/02/2024
507363237;116,55;116,55;13,99;8;13728077;19/02/2024
507363186;122,16;122,16;14,66;5;13728077;19/02/2024
507362971;184,49;184,49;22,14;6;13728077;19/02/2024
507362464;99,16;99,16;11,9;6;13728077;19/02/2024
507362302;837,76;837,76;100,53;10;13728077;19/02/2024
507362271;122,02;122,02;14,64;10;13728077;19/02/2024
507362245;1898,11;1898,11;227,77;2;13728077;19/02/2024
507362097;184,71;184,71;22,17;9;13728077;19/02/2024
507361788;131,43;131,43;15,77;7;13728077;19/02/2024
507361774;136,22;136,22;16,35;9;13728077;19/02/2024
507361654;478,00;478,0;57,36;8;13728077;19/02/2024
507361589;533,34;533,34;32,0;7;13728076;19/02/2024
507361442;112,16;112,16;13,46;6;13728077;19/02/2024
