#ADE#;#VALOR_BASE#;#VALOR_BASE_BRUTO#;#VALOR_CMS#;#PRAZO#;#CODIGO_TABELA#;#DATA_DIGITACAO#
507381453;122,65;122,65;7,36;6;13728127;22/02/2024
507381389;1341,41;1341,41;160,97;9;13728077;22/02/2024
507380834;102,46;102,46;12,3;6;13728077;22/02/2024
507380791;303,15;303,15;36,38;10;13728077;22/02/2024
507380722;169,38;169,38;20,33;5;13728077;22/02/2024
507380570;109,29;109,29;13,11;7;13728077;22/02/2024
507380401;730,55;730,55;87,67;7;13728077;22/02/2024
507380334;113,19;113,19;13,58;8;13728077;22/02/2024
507380202;665,47;665,47;79,86;10;13728077;22/02/2024
507379974;255,70;255,7;30,68;7;13728077;22/02/2024
507379785;137,71;137,71;16,53;6;13728077;22/02/2024
507379461;137,18;137,18;16,46;8;13728077;22/02/2024
507379406;185,65;185,65;22,28;9;13728077;22/02/2024
507379277;1283,89;1283,89;154,07;10;13728077;22/02/2024
507379156;102,12;102,12;12,25;7;13728077;22/02/2024
507378716;503,56;503,56;60,43;10;13728077;22/02/2024
507378516;174,63;174,63;10,48;5;13728076;22/02/2024
507378494;152,39;152,39;18,29;8;13728077;22/02/2024
507378445;134,92;134,92;16,19;6;13728077;22/02/2024
507378441;369,02;369,02;44,28;8;13728077;22/02/2024
507377837;160,23;160,23;19,23;6;13728077;22/02/2024
