#ADE#;#VALOR_BASE#;#VALOR_BASE_BRUTO#;#VALOR_CMS#;#PRAZO#;#CODIGO_TABELA#;#DATA_DIGITACAO#
507400114;379,79;379,79;62,67;6;13728077;28/02/2024
507399943;1335,11;1335,11;220,29;2;13728077;28/02/2024
507399589;111,53;111,53;18,4;6;13728077;28/02/2024
507399573;409,96;409,96;67,64;10;13728077;28/02/2024
507399054;1873,15;1873,15;112,39;10;13728076;28/02/2024
507398885;332,70;332,7;54,9;9;13728077;28/02/2024
507398862;377,69;377,69;62,32;10;13728077;28/02/2024
507398124;1565,35;1565,35;258,28;10;13728077;28/02/2024
507397889;480,33;480,33;79,25;8;13728077;28/02/2024
507397475;145,73;145,73;24,05;7;13728077;28/02/2024
507397346;149,96;149,96;24,74;6;13728077;28/02/2024
507397329;290,94;290,94;48,01;7;13728077;28/02/2024
507397219;203,41;203,41;33,56;9;13728077;28/02/2024
507397149;211,02;211,02;34,82;1;13728077;28/02/2024
507396829;536,36;536,36;88,5;9;13728077;28/02/2024
507396605;142,13;142,13;23,45;10;13728077;28/02/2024
