#ADE#;#VALOR_BASE#;#VALOR_BASE_BRUTO#;#VALOR_CMS#;#PRAZO#;#CODIGO_TABELA#;#DATA_DIGITACAO#
507416896;1071,31;1071,31;176,77;8;13728077;05/03/2024
507416551;109,34;109,34;18,04;6;13728077;05/03/2024
507416151;382,97;382,97;63,19;9;13728077;05/03/2024
507416101;148,65;148,65;24,53;8;13728077;05/03/2024
507416099;335,60;335,6;55,37;7;13728077;05/03/2024
507415280;128,54;128,54;21,21;5;13728077;05/03/2024
507415173;220,84;220,84;36,44;9;13728077;05/03/2024
507415124;2993,66;2993,66;493,95;10;13728077;05/03/2024
507414757;105,24;105,24;17,36;8;13728077;05/03/2024
507414657;510,66;510,66;84,26;10;13728077;05/03/2024
507414643;812,70;812,7;134,1;7;13728077;05/03/2024
507414565;118,99;118,99;19,63;5;13728077;05/03/2024
507414564;138,29;138,29;22,82;8;13728077;05/03/2024
507414548;107,90;107,9;17,8;5;13728077;05/03/2024
507414529;934,78;934,78;154,24;10;13728077;05/03/2024
507414502;744,22;744,22;122,8;7;13728077;05/03/2024
507414380;1012,71;1012,71;167,1;10;13728077;05/03/2024
507414367;906,18;906,18;149,52;7;13728077;05/03/2024
507414314;301,21;301,21;49,7;10;13728077;05/03/2024
507414097;163,45;163,45;26,97;10;13728077;05/03/2024
507414067;159,65;159,65;26,34;8;13728077;05/03/2024
507413930;147,38;147,38;24,32;10;13728077;05/03/2024
507413827;5047,79;5047,79;832,89;6;13728077;05/03/2024
507413695;257,45;257,45;42,48;5;13728077;05/03/2024
507413591;307,04;307,04;50,66;9;13728077;05/03/2024
507413263;3112,53;3112,53;513,57;3;13728077;05/03/2024
