#ADE#;#VALOR_BASE#;#VALOR_BASE_BRUTO#;#VALOR_CMS#;#PRAZO#;#CODIGO_TABELA#;#DATA_DIGITACAO#
507495243;163,82;163,82;9,83;7;13728076;15/03/2024
507495149;132,75;132,75;21,9;10;13728077;15/03/2024
507494750;256,39;256,39;42,3;6;13728077;15/03/2024
507494497;113,27;113,27;18,69;9;13728077;15/03/2024
507494449;411,69;411,69;67,93;9;13728077;15/03/2024
507494407;552,85;552,85;91,22;9;13728077;15/03/2024
507494087;140,88;140,88;23,25;6;13728077;15/03/2024
507494007;238,35;238,35;39,33;10;13728077;15/03/2024
507493807;1423,03;1423,03;234,8;8;13728077;15/03/2024
507493774;327,47;327,47;54,03;10;13728077;15/03/2024
507493724;446,32;446,32;73,64;10;13728077;15/03/2024
507493463;1059,70;1059,7;174,85;8;13728077;15/03/2024
507493393;172,42;172,42;28,45;6;13728077;15/03/2024
507493110;150,52;150,52;24,84;6;13728077;15/03/2024
507492256;2359,38;2359,38;389,3;5;13728077;15/03/2024
507492081;222,04;222,04;36,64;5;13728077;15/03/2024
507491777;184,11;184,11;30,38;6;13728077;15/03/2024
507491555;199,43;199,43;32,91;10;13728077;15/03/2024
507491440;219,98;219,98;36,3;9;13728077;15/03/2024
507491342;110,44;110,44;18,22;6;13728077;15/03/2024
507491289;226,75;226,75;37,41;6;13728077;15/03/2024
507491237;106,28;106,28;17,54;6;13728077;15/03/2024
507491109;652,00;652,0;107,58;10;13728077;15/03/2024
507490784;217,03;217,03;35,81;10;13728077;15/03/2024
507489821;7810,38;7810,38;1288,71;10;13728077;15/03/2024
507489760;169,36;169,36;27,94;7;13728077;15/03/2024
507489711;128,75;128,75;21,24;7;13728077;15/03/2024
507489509;239,51;239,51;39,52;10;13728077;15/03/2024
507489343;117,92;117,92;19,46;7;13728077;15/03/2024
507489290;108,54;108,54;17,91;10;13728077;15/03/2024
507489217;2220,84;2220,84;366,44;10;13728077;15/03/2024
507489214;119,25;119,25;19,68;7;13728077;15/03/2024
507489212;161,43;161,43;26,64;8;13728077;15/03/2024
507489149;114,35;114,35;18,87;6;13728077;15/03/2024
507489075;194,19;194,19;32,04;8;13728077;15/03/2024
507488962;123,33;123,33;20,35;10;13728077;15/03/2024
507488903;111,47;111,47;18,39;5;13728077;15/03/2024
507488850;135,24;135,24;22,31;6;13728077;15/03/2024
507488796;2937,12;2937,12;484,62;2;13728077;15/03/2024
507488713;135,00;135,0;8,1;6;13728076;15/03/2024
507488534;271,75;271,75;44,84;8;13728077;15/03/2024
507488431;140,48;140,48;23,18;6;13728077;15/03/2024
507488130;209,84;209,84;34,62;6;13728077;15/03/2024
507488044;797,87;797,87;131,65;10;13728077;15/03/2024
507487884;2117,29;2117,29;349,35;5;13728077;15/03/2024
507487647;201,02;201,02;33,17;6;13728077;15/03/2024
507487491;199,98;199,98;33,0;10;13728077;15/03/2024
