#ADE#;#VALOR_BASE#;#VALOR_BASE_BRUTO#;#VALOR_CMS#;#PRAZO#;#CODIGO_TABELA#;#DATA_DIGITACAO#
507507943;454,79;454,79;75,04;8;13728077;19/03/2024
507507812;141,12;141,12;23,28;7;13728077;19/03/2024
507506937;300,73;300,73;49,62;10;13728077;19/03/2024
507506853;98,09;98,09;16,18;5;13728077;19/03/2024
507506737;1782,12;1782,12;294,05;9;13728077;19/03/2024
507506735;148,59;148,59;24,52;7;13728077;19/03/2024
507506722;105,75;105,75;17,45;7;13728077;19/03/2024
507506540;1676,30;1676,3;276,59;10;13728077;19/03/2024
507506530;113,17;113,17;18,67;8;13728077;19/03/2024
507506122;852,65;852,65;140,69;8;13728077;19/03/2024
507506115;104,98;104,98;17,32;6;13728077;19/03/2024
507505880;127,93;127,93;7,68;6;13728076;19/03/2024
507505619;105,56;105,56;17,42;8;13728077;19/03/2024
507505442;164,51;164,51;27,14;7;13728077;19/03/2024
507505291;122,27;122,27;20,17;6;13728077;19/03/2024
507505091;104,41;104,41;17,23;6;13728077;19/03/2024
507504908;103,11;103,11;17,01;8;13728077;19/03/2024
507504888;2257,15;2257,15;372,43;9;13728077;19/03/2024
507504528;143,38;143,38;23,66;10;13728077;19/03/2024
507504342;173,00;173,0;28,55;9;13728077;19/03/2024
507504075;136,19;136,19;22,47;10;13728077;19/03/2024
507504026;100,95;100,95;16,66;4;13728077;19/03/2024
507503922;152,44;152,44;25,15;7;13728077;19/03/2024
507503858;125,63;125,63;20,73;10;13728077;19/03/2024
507503834;634,14;634,14;104,63;5;13728077;19/03/2024
507503775;110,91;110,91;18,3;6;13728077;19/03/2024
507503757;410,22;410,22;67,69;10;13728077;19/03/2024
507503733;101,84;101,84;16,8;7;13728077;19/03/2024
507503691;161,84;161,84;26,7;7;13728077;19/03/2024
507503614;1448,62;1448,62;239,02;9;13728077;19/03/2024
507503530;132,47;132,47;21,86;8;13728077;19/03/2024
507503299;115,54;115,54;19,06;6;13728077;19/03/2024
507503265;897,38;897,38;148,07;7;13728077;19/03/2024
507503232;100,32;100,32;16,55;6;13728077;19/03/2024
507503199;137,01;137,01;22,61;5;13728077;19/03/2024
507503189;112,89;112,89;18,63;7;13728077;19/03/2024
507502960;306,41;306,41;50,56;10;13728077;19/03/2024
507502951;511,11;511,11;84,33;9;13728077;19/03/2024
507502875;117,52;117,52;7,05;6;13728076;19/03/2024
507502623;146,43;146,43;24,16;8;13728077;19/03/2024
507502612;246,05;246,05;40,6;7;13728077;19/03/2024
507502471;344,33;344,33;56,81;8;13728077;19/03/2024
507502434;225,13;225,13;37,15;7;13728077;19/03/2024
507502413;154,61;154,61;25,51;6;13728077;19/03/2024
507502384;350,21;350,21;57,78;10;13728077;19/03/2024
507502342;570,28;570,28;94,1;9;13728077;19/03/2024
507502311;122,27;122,27;20,17;6;13728077;19/03/2024
507502283;211,27;211,27;34,86;7;13728077;19/03/2024
507502253;193,54;193,54;31,93;6;13728077;19/03/2024
507502082;189,33;189,33;31,24;9;13728077;19/03/2024
