#ADE#;#VALOR_BASE#;#VALOR_BASE_BRUTO#;#VALOR_CMS#;#PRAZO#;#CODIGO_TABELA#;#DATA_DIGITACAO#
507519514;283,18;283,18;46,72;8;13728077;21/03/2024
507519145;258,00;258,0;42,57;10;13728077;21/03/2024
507518834;467,00;467,0;77,06;10;13728077;21/03/2024
507518568;130,78;130,78;21,58;7;13728077;21/03/2024
507517687;137,75;137,75;22,73;10;13728077;21/03/2024
507517679;161,22;161,22;26,6;8;13728077;21/03/2024
507517564;157,07;157,07;25,92;7;13728077;21/03/2024
507517539;121,29;121,29;20,01;5;13728077;21/03/2024
507517527;286,81;286,81;47,32;8;13728077;21/03/2024
507517485;171,46;171,46;28,29;10;13728077;21/03/2024
507517484;116,75;116,75;19,26;7;13728077;21/03/2024
507517080;106,45;106,45;17,56;4;13728077;21/03/2024
507517046;245,96;245,96;40,58;10;13728077;21/03/2024
507516037;218,77;218,77;36,1;5;13728077;21/03/2024
507516005;110,56;110,56;18,24;6;13728077;21/03/2024
507515998;266,49;266,49;43,97;8;13728077;21/03/2024
507515967;164,15;164,15;27,08;4;13728077;21/03/2024
507515922;152,76;152,76;25,21;8;13728077;21/03/2024
507515868;3572,23;3572,23;589,42;10;13728077;21/03/2024
507515859;194,02;194,02;32,01;6;13728077;21/03/2024
507515387;106,62;106,62;17,59;7;13728077;21/03/2024
507515324;265,22;265,22;43,76;8;13728077;21/03/2024
507514586;137,15;137,15;22,63;7;13728077;21/03/2024
507514561;115,15;115,15;19,0;7;13728077;21/03/2024
507514535;159,19;159,19;26,27;6;13728077;21/03/2024
