#ADE#;#VALOR_BASE#;#VALOR_BASE_BRUTO#;#VALOR_CMS#;#PRAZO#;#CODIGO_TABELA#;#DATA_DIGITACAO#
507421899;1209,83;1209,83;199,62;8;13728077;06/03/2024
507421832;4666,37;4666,37;769,95;2;13728077;06/03/2024
507421800;199,85;199,85;32,98;9;13728077;06/03/2024
507421546;106,91;106,91;17,64;7;13728077;06/03/2024
507421132;461,54;461,54;76,15;10;13728077;06/03/2024
507420821;1094,23;1094,23;180,55;7;13728077;06/03/2024
507420719;137,67;137,67;22,72;6;13728077;06/03/2024
507420632;189,90;189,9;31,33;5;13728077;06/03/2024
507420498;791,61;791,61;130,62;10;13728077;06/03/2024
507420406;324,95;324,95;53,62;8;13728077;06/03/2024
507419796;167,76;167,76;27,68;7;13728077;06/03/2024
507419668;151,92;151,92;25,07;7;13728077;06/03/2024
507419647;142,07;142,07;23,44;4;13728077;06/03/2024
507419483;186,50;186,5;30,77;10;13728077;06/03/2024
507419456;248,84;248,84;41,06;10;13728077;06/03/2024
507419345;113,94;113,94;18,8;10;13728077;06/03/2024
507419260;1562,02;1562,02;257,73;8;13728077;06/03/2024
507419102;135,70;135,7;22,39;10;13728077;06/03/2024
507418697;150,77;150,77;24,88;10;13728077;06/03/2024
507418636;436,47;436,47;72,02;10;13728077;06/03/2024
