#ADE#;#VALOR_BASE#;#VALOR_BASE_BRUTO#;#VALOR_CMS#;#PRAZO#;#CODIGO_TABELA#;#DATA_DIGITACAO#
507462819;827,15;827,15;136,48;9;13728077;12/03/2024
507462661;99,35;99,35;16,39;6;13728077;12/03/2024
507462173;134,40;134,4;22,18;6;13728077;12/03/2024
507461427;173,27;173,27;10,4;6;13728076;12/03/2024
507461375;891,76;891,76;147,14;10;13728077;12/03/2024
507461352;134,57;134,57;22,2;7;13728077;12/03/2024
507461220;189,56;189,56;31,28;6;13728077;12/03/2024
507461170;4833,82;4833,82;797,58;10;13728077;12/03/2024
507461144;131,72;131,72;7,9;6;13728076;12/03/2024
507461104;319,48;319,48;52,71;7;13728077;12/03/2024
507461072;558,13;558,13;33,49;10;13728076;12/03/2024
507461067;422,72;422,72;69,75;10;13728077;12/03/2024
507460970;143,47;143,47;23,67;7;13728077;12/03/2024
507460885;226,96;226,96;37,45;8;13728077;12/03/2024
507460740;124,77;124,77;20,59;8;13728077;12/03/2024
507460585;134,19;134,19;22,14;6;13728077;12/03/2024
507460168;150,23;150,23;24,79;9;13728077;12/03/2024
507459792;152,16;152,16;25,11;6;13728077;12/03/2024
507459326;150,22;150,22;24,79;7;13728077;12/03/2024
507459320;177,49;177,49;29,29;8;13728077;12/03/2024
507459281;104,90;104,9;17,31;5;13728077;12/03/2024
507459277;159,96;159,96;26,39;7;13728077;12/03/2024
507459224;4859,68;4859,68;801,85;10;13728077;12/03/2024
507459006;197,27;197,27;32,55;6;13728077;12/03/2024
507458776;102,08;102,08;16,84;6;13728077;12/03/2024
507458300;8227,81;8227,81;1357,59;7;13728077;12/03/2024
507457603;104,39;104,39;6,26;7;13728076;12/03/2024
507457434;471,91;471,91;77,87;9;13728077;12/03/2024
507457366;119,60;119,6;19,73;5;13728077;12/03/2024
507457287;129,76;129,76;21,41;8;13728077;12/03/2024
507456603;115,08;115,08;18,99;6;13728077;12/03/2024
507456358;152,83;152,83;25,22;7;13728077;12/03/2024
507456284;117,15;117,15;19,33;7;13728077;12/03/2024
507455989;141,45;141,45;23,34;5;13728077;12/03/2024
507455238;150,21;150,21;24,78;7;13728077;12/03/2024
507454879;139,05;139,05;22,94;6;13728077;12/03/2024
507454856;280,05;280,05;46,21;10;13728077;12/03/2024
507454817;205,14;205,14;33,85;10;13728077;12/03/2024
507454593;185,53;185,53;11,13;7;13728076;12/03/2024
507454523;177,26;177,26;29,25;7;13728077;12/03/2024
507454424;125,32;125,32;20,68;9;13728077;12/03/2024
507454077;117,74;117,74;19,43;7;13728077;12/03/2024
507453862;153,78;153,78;25,37;8;13728077;12/03/2024
507453659;118,59;118,59;19,57;8;13728077;12/03/2024
507453256;911,32;911,32;150,37;5;13728077;12/03/2024
507453223;139,65;139,65;23,04;7;13728077;12/03/2024
507453031;806,27;806,27;133,03;2;13728077;12/03/2024
507452480;159,05;159,05;26,24;6;13728077;12/03/2024
507452436;416,22;416,22;68,68;8;13728077;12/03/2024
507452241;101,55;101,55;16,76;6;13728077;12/03/2024
507451870;137,79;137,79;22,74;8;13728077;12/03/2024
507451757;306,96;306,96;50,65;9;13728077;12/03/2024
507451735;1284,86;1284,86;212,0;10;13728077;12/03/2024
507451612;444,85;444,85;73,4;10;13728077;12/03/2024
507451541;182,58;182,58;30,13;7;13728077;12/03/2024
507451510;97,17;97,17;16,03;6;13728077;12/03/2024
507451436;274,82;274,82;45,35;9;13728077;12/03/2024
507451126;3158,21;3158,21;521,1;10;13728077;12/03/2024
507451028;104,85;104,85;17,3;9;13728077;12/03/2024
507450979;212,59;212,59;35,08;9;13728077;12/03/2024
507450939;119,12;119,12;19,65;10;13728077;12/03/2024
507450812;226,26;226,26;13,58;9;13728076;12/03/2024
507450576;130,26;130,26;21,49;6;13728077;12/03/2024
507450556;117,34;117,34;19,36;6;13728077;12/03/2024
507450431;255,87;255,87;42,22;7;13728077;12/03/2024
507450290;163,34;163,34;26,95;7;13728077;12/03/2024
507450253;101,95;101,95;16,82;5;13728077;12/03/2024
507450056;173,87;173,87;28,69;9;13728077;12/03/2024
507449884;102,08;102,08;16,84;6;13728077;12/03/2024
507449383;225,24;225,24;37,16;10;13728077;12/03/2024
507449370;128,46;128,46;21,2;7;13728077;12/03/2024
507449049;121,11;121,11;19,98;6;13728077;12/03/2024
507448816;120,27;120,27;19,84;9;13728077;12/03/2024
507448805;170,67;170,67;28,16;6;13728077;12/03/2024
507448606;117,86;117,86;19,45;9;13728077;12/03/2024
507448462;129,08;129,08;21,3;10;13728077;12/03/2024
507448456;121,04;121,04;19,97;6;13728077;12/03/2024
507448385;526,85;526,85;86,93;10;13728077;12/03/2024
507448325;120,75;120,75;19,92;5;13728077;12/03/2024
507448141;649,13;649,13;107,11;10;13728077;12/03/2024
507448074;97,91;97,91;16,16;6;13728077;12/03/2024
507447494;143,92;143,92;23,75;6;13728077;12/03/2024
507446112;147,73;147,73;24,38;9;13728077;12/03/2024
507446088;144,78;144,78;23,89;6;13728077;12/03/2024
