#ADE#;#VALOR_BASE#;#VALOR_BASE_BRUTO#;#VALOR_CMS#;#PRAZO#;#CODIGO_TABELA#;#DATA_DIGITACAO#
507544241;202,66;202,66;33,44;5;13728077;28/03/2024
507543551;120,97;120,97;19,96;7;13728077;28/03/2024
507543543;1453,45;1453,45;239,82;10;13728077;28/03/2024
507542264;1003,23;1003,23;165,53;7;13728077;28/03/2024
507542257;152,93;152,93;25,23;7;13728077;28/03/2024
507542072;1300,75;1300,75;214,62;10;13728077;28/03/2024
507542023;121,49;121,49;20,05;8;13728077;28/03/2024
507541991;149,66;149,66;24,69;7;13728077;28/03/2024
507541523;139,34;139,34;22,99;7;13728077;28/03/2024
507541149;301,65;301,65;49,77;10;13728077;28/03/2024
507540575;292,28;292,28;48,23;10;13728077;28/03/2024
507540419;162,59;162,59;26,83;6;13728077;28/03/2024
507540389;234,36;234,36;38,67;10;13728077;28/03/2024
