#ADE#;#VALOR_BASE#;#VALOR_BASE_BRUTO#;#VALOR_CMS#;#PRAZO#;#CODIGO_TABELA#;#DATA_DIGITACAO#
507406894;299,49;299,49;49,42;10;13728077;01/03/2024
507406338;151,54;151,54;9,09;6;13728076;01/03/2024
507406190;113,94;113,94;18,8;6;13728077;01/03/2024
507405741;102,25;102,25;16,87;7;13728077;01/03/2024
507405188;108,18;108,18;17,85;7;13728077;01/03/2024
507405155;1204,30;1204,3;198,71;10;13728077;01/03/2024
507404887;386,14;386,14;63,71;10;13728077;01/03/2024
507404875;222,07;222,07;13,32;10;13728076;01/03/2024
507404181;1221,68;1221,68;201,58;10;13728077;01/03/2024
507403861;174,64;174,64;28,82;9;13728077;01/03/2024
