#ADE#;#VALOR_BASE#;#VALOR_BASE_BRUTO#;#VALOR_CMS#;#PRAZO#;#CODIGO_TABELA#;#DATA_DIGITACAO#
507535803;4239,45;4239,45;699,51;4;13728077;26/03/2024
507535085;437,50;437,5;72,19;7;13728077;26/03/2024
507535072;1593,61;1593,61;262,95;2;13728077;26/03/2024
507534307;153,82;153,82;25,38;6;13728077;26/03/2024
507534132;113,22;113,22;18,68;6;13728077;26/03/2024
507533809;746,35;746,35;123,15;7;13728077;26/03/2024
507533704;3600,49;3600,49;594,08;5;13728077;26/03/2024
507533439;152,94;152,94;25,24;6;13728077;26/03/2024
507532756;1005,92;1005,92;165,98;10;13728077;26/03/2024
507532494;1945,27;1945,27;320,97;10;13728077;26/03/2024
507532435;167,47;167,47;27,63;7;13728077;26/03/2024
507532136;871,66;871,66;143,82;9;13728077;26/03/2024
507531678;453,35;453,35;74,8;9;13728077;26/03/2024
507531653;154,43;154,43;25,48;6;13728077;26/03/2024
507531583;126,54;126,54;20,88;8;13728077;26/03/2024
507531322;143,97;143,97;23,76;6;13728077;26/03/2024
