#ADE#;#VALOR_BASE#;#VALOR_BASE_BRUTO#;#VALOR_CMS#;#PRAZO#;#CODIGO_TABELA#;#DATA_DIGITACAO#
507524972;88,89;88,89;5,33;5;13728078;22/03/2024
507524861;195,83;195,83;32,31;6;13728077;22/03/2024
507524641;399,60;399,6;65,93;10;13728077;22/03/2024
507524578;103,81;103,81;17,13;6;13728077;22/03/2024
507524556;242,18;242,18;39,96;7;13728077;22/03/2024
507524278;566,61;566,61;93,49;10;13728077;22/03/2024
507523813;1174,81;1174,81;193,84;10;13728077;22/03/2024
507522570;108,67;108,67;17,93;8;13728077;22/03/2024
507522563;398,93;398,93;65,82;10;13728077;22/03/2024
507522496;220,34;220,34;36,36;9;13728077;22/03/2024
507522489;133,24;133,24;21,98;6;13728077;22/03/2024
507522428;225,16;225,16;37,15;10;13728077;22/03/2024
507522368;128,74;128,74;21,24;7;13728077;22/03/2024
507522367;539,58;539,58;89,03;6;13728077;22/03/2024
507521983;200,38;200,38;33,06;7;13728077;22/03/2024
507521848;104,55;104,55;17,25;8;13728077;22/03/2024
507521752;141,64;141,64;8,5;5;13728076;22/03/2024
507520864;260,23;260,23;42,94;10;13728077;22/03/2024
507520843;1671,66;1671,66;275,82;10;13728077;22/03/2024
507520622;194,98;194,98;32,17;6;13728077;22/03/2024
507520440;235,65;235,65;38,88;9;13728077;22/03/2024
507520337;120,22;120,22;19,84;8;13728077;22/03/2024
507520307;119,41;119,41;19,7;8;13728077;22/03/2024
