#ADE#;#VALOR_BASE#;#VALOR_BASE_BRUTO#;#VALOR_CMS#;#PRAZO#;#CODIGO_TABELA#;#DATA_DIGITACAO#
507476767;2154,98;2154,98;355,57;6;13728077;13/03/2024
507476589;172,68;172,68;28,49;10;13728077;13/03/2024
507476516;200,79;200,79;33,13;4;13728077;13/03/2024
507476406;2579,55;2579,55;425,63;2;13728077;13/03/2024
507476316;100,70;100,7;16,62;6;13728077;13/03/2024
507475803;303,59;303,59;50,09;9;13728077;13/03/2024
507475748;158,09;158,09;26,08;6;13728077;13/03/2024
507475657;208,93;208,93;34,47;7;13728077;13/03/2024
507475511;151,84;151,84;25,05;5;13728077;13/03/2024
507475434;160,22;160,22;9,61;9;13728076;13/03/2024
507475398;142,61;142,61;23,53;6;13728077;13/03/2024
507475172;225,22;225,22;37,16;10;13728077;13/03/2024
507474569;712,63;712,63;117,58;10;13728077;13/03/2024
507474105;134,41;134,41;22,18;6;13728077;13/03/2024
507474090;176,62;176,62;29,14;10;13728077;13/03/2024
507473807;163,80;163,8;27,03;7;13728077;13/03/2024
507473786;144,53;144,53;23,85;5;13728077;13/03/2024
507473780;135,40;135,4;22,34;10;13728077;13/03/2024
507473402;101,37;101,37;16,73;7;13728077;13/03/2024
507473252;109,99;109,99;18,15;6;13728077;13/03/2024
507473172;1393,48;1393,48;229,92;10;13728077;13/03/2024
507472985;237,87;237,87;39,25;7;13728077;13/03/2024
507472052;301,35;301,35;49,72;10;13728077;13/03/2024
507471905;615,57;615,57;101,57;1;13728077;13/03/2024
507471833;159,09;159,09;26,25;9;13728077;13/03/2024
507471543;98,90;98,9;16,32;6;13728077;13/03/2024
507471443;118,93;118,93;19,62;9;13728077;13/03/2024
507471341;193,88;193,88;31,99;10;13728077;13/03/2024
507470977;109,50;109,5;18,07;5;13728077;13/03/2024
507470935;268,65;268,65;44,33;8;13728077;13/03/2024
507470894;101,19;101,19;16,7;7;13728077;13/03/2024
507470877;608,19;608,19;100,35;10;13728077;13/03/2024
507470824;126,55;126,55;20,88;6;13728077;13/03/2024
507470758;115,60;115,6;19,07;6;13728077;13/03/2024
507470709;119,66;119,66;19,74;6;13728077;13/03/2024
507470333;173,98;173,98;28,71;9;13728077;13/03/2024
507470193;123,32;123,32;20,35;6;13728077;13/03/2024
507469898;335,16;335,16;55,3;7;13728077;13/03/2024
507469669;138,74;138,74;22,89;8;13728077;13/03/2024
507469597;143,96;143,96;23,75;6;13728077;13/03/2024
507469533;144,82;144,82;23,9;10;13728077;13/03/2024
507469488;142,81;142,81;23,56;9;13728077;13/03/2024
507469257;136,52;136,52;22,53;5;13728077;13/03/2024
507469207;110,56;110,56;18,24;7;13728077;13/03/2024
507468736;256,12;256,12;42,26;10;13728077;13/03/2024
507468642;211,78;211,78;34,94;7;13728077;13/03/2024
507468628;113,55;113,55;18,74;10;13728077;13/03/2024
507468228;215,83;215,83;35,61;10;13728077;13/03/2024
507468223;102,81;102,81;16,96;5;13728077;13/03/2024
507468063;132,29;132,29;21,83;10;13728077;13/03/2024
507468014;256,71;256,71;42,36;7;13728077;13/03/2024
507467860;1744,73;1744,73;287,88;8;13728077;13/03/2024
507467686;99,75;99,75;16,46;6;13728077;13/03/2024
507467512;345,22;345,22;56,96;8;13728077;13/03/2024
507467317;167,89;167,89;27,7;8;13728077;13/03/2024
507467150;211,02;211,02;34,82;10;13728077;13/03/2024
507467085;1601,63;1601,63;264,27;8;13728077;13/03/2024
507467061;99,36;99,36;16,39;10;13728077;13/03/2024
507466850;143,75;143,75;23,72;9;13728077;13/03/2024
507466838;2066,33;2066,33;340,94;10;13728077;13/03/2024
507466705;147,78;147,78;24,38;7;13728077;13/03/2024
507466508;132,37;132,37;21,84;6;13728077;13/03/2024
507466385;97,91;97,91;16,16;6;13728077;13/03/2024
507466146;130,49;130,49;21,53;8;13728077;13/03/2024
507465863;113,67;113,67;18,76;5;13728077;13/03/2024
507465788;218,04;218,04;35,98;10;13728077;13/03/2024
507465723;172,42;172,42;28,45;10;13728077;13/03/2024
507465502;149,30;149,3;24,63;9;13728077;13/03/2024
507465451;140,47;140,47;23,18;5;13728077;13/03/2024
507465437;151,12;151,12;24,93;6;13728077;13/03/2024
507465425;116,83;116,83;19,28;10;13728077;13/03/2024
507465413;159,68;159,68;9,58;7;13728076;13/03/2024
507465321;198,86;198,86;11,93;6;13728076;13/03/2024
507465161;190,82;190,82;11,45;8;13728076;13/03/2024
507465078;201,33;201,33;33,22;7;13728077;13/03/2024
507465017;143,56;143,56;23,69;8;13728077;13/03/2024
507464592;156,87;156,87;25,88;8;13728077;13/03/2024
507464570;125,11;125,11;20,64;7;13728077;13/03/2024
507464430;167,34;167,34;10,04;10;13728076;13/03/2024
507464343;522,56;522,56;86,22;10;13728077;13/03/2024
507464209;135,90;135,9;22,42;6;13728077;13/03/2024
507464157;223,47;223,47;36,87;10;13728077;13/03/2024
507463897;97,39;97,39;16,07;4;13728077;13/03/2024
507463570;240,48;240,48;39,68;10;13728077;13/03/2024
507463549;184,98;184,98;30,52;9;13728077;13/03/2024
507463547;1112,83;1112,83;183,62;8;13728077;13/03/2024
507463444;202,73;202,73;33,45;10;13728077;13/03/2024
507463412;103,89;103,89;17,14;9;13728077;13/03/2024
507463332;245,73;245,73;40,55;10;13728077;13/03/2024
