#ADE#;#VALOR_BASE#;#VALOR_BASE_BRUTO#;#VALOR_CMS#;#PRAZO#;#CODIGO_TABELA#;#DATA_DIGITACAO#
507487376;252,42;252,42;41,65;8;13728077;14/03/2024
507487258;247,87;247,87;40,9;10;13728077;14/03/2024
507486950;144,60;144,6;23,86;6;13728077;14/03/2024
507486789;163,98;163,98;27,06;8;13728077;14/03/2024
507486783;461,95;461,95;76,22;1;13728077;14/03/2024
507486723;162,42;162,42;26,8;6;13728077;14/03/2024
507485222;505,12;505,12;83,34;10;13728077;14/03/2024
507484646;217,23;217,23;13,03;9;13728076;14/03/2024
507484404;115,71;115,71;19,09;7;13728077;14/03/2024
507484324;165,18;165,18;9,91;8;13728076;14/03/2024
507483644;105,09;105,09;17,34;6;13728077;14/03/2024
507483558;316,77;316,77;52,27;9;13728077;14/03/2024
507483468;117,96;117,96;19,46;10;13728077;14/03/2024
507483458;126,13;126,13;20,81;6;13728077;14/03/2024
507483280;139,58;139,58;23,03;7;13728077;14/03/2024
507482783;161,39;161,39;26,63;8;13728077;14/03/2024
507482739;256,56;256,56;42,33;10;13728077;14/03/2024
507482606;128,74;128,74;21,24;9;13728077;14/03/2024
507482590;122,75;122,75;20,25;9;13728077;14/03/2024
507482393;139,08;139,08;22,95;7;13728077;14/03/2024
507482189;116,13;116,13;19,16;5;13728077;14/03/2024
507481868;143,72;143,72;23,71;8;13728077;14/03/2024
507480854;103,70;103,7;17,11;5;13728077;14/03/2024
507480767;159,24;159,24;26,27;8;13728077;14/03/2024
507480219;113,55;113,55;18,74;6;13728077;14/03/2024
507480096;101,69;101,69;16,78;6;13728077;14/03/2024
507479258;123,03;123,03;20,3;6;13728077;14/03/2024
507479129;1077,45;1077,45;177,78;7;13728077;14/03/2024
507479058;121,46;121,46;20,04;6;13728077;14/03/2024
507478996;143,51;143,51;23,68;10;13728077;14/03/2024
507478735;170,89;170,89;28,2;10;13728077;14/03/2024
507478533;643,70;643,7;106,21;10;13728077;14/03/2024
507478490;197,89;197,89;32,65;10;13728077;14/03/2024
507478409;295,79;295,79;48,81;9;13728077;14/03/2024
507478334;177,91;177,91;29,36;10;13728077;14/03/2024
507478288;125,39;125,39;20,69;6;13728077;14/03/2024
507478258;170,61;170,61;10,24;7;13728076;14/03/2024
507477818;106,59;106,59;17,59;8;13728077;14/03/2024
507477741;376,91;376,91;22,61;10;13728076;14/03/2024
507477682;99,94;99,94;16,49;9;13728077;14/03/2024
507477187;125,20;125,2;20,66;6;13728077;14/03/2024
507477073;1224,83;1224,83;202,1;9;13728077;14/03/2024
