#ADE#;#VALOR_BASE#;#VALOR_BASE_BRUTO#;#VALOR_CMS#;#PRAZO#;#CODIGO_TABELA#;#DATA_DIGITACAO#
507500645;111,68;111,68;18,43;6;13728077;18/03/2024
507500444;104,84;104,84;17,3;5;13728077;18/03/2024
507500383;403,60;403,6;66,59;9;13728077;18/03/2024
507500104;113,36;113,36;18,7;8;13728077;18/03/2024
507500066;104,20;104,2;17,19;9;13728077;18/03/2024
507500035;166,03;166,03;27,39;6;13728077;18/03/2024
507499578;135,68;135,68;22,39;8;13728077;18/03/2024
507499134;106,72;106,72;17,61;4;13728077;18/03/2024
507498995;127,47;127,47;21,03;8;13728077;18/03/2024
507498777;186,84;186,84;30,83;8;13728077;18/03/2024
507498723;103,52;103,52;17,08;5;13728077;18/03/2024
507498703;133,58;133,58;22,04;6;13728077;18/03/2024
507498593;115,52;115,52;19,06;6;13728077;18/03/2024
507498492;151,43;151,43;24,99;4;13728077;18/03/2024
507498338;100,73;100,73;16,62;7;13728077;18/03/2024
507498248;488,39;488,39;80,58;9;13728077;18/03/2024
507498216;143,62;143,62;23,7;8;13728077;18/03/2024
507498201;161,21;161,21;26,6;7;13728077;18/03/2024
507498196;111,84;111,84;18,45;6;13728077;18/03/2024
507498029;1476,33;1476,33;243,59;10;13728077;18/03/2024
507497979;157,29;157,29;25,95;7;13728077;18/03/2024
507497826;160,32;160,32;26,45;9;13728077;18/03/2024
507497645;204,57;204,57;33,75;9;13728077;18/03/2024
507497351;101,52;101,52;16,75;6;13728077;18/03/2024
507497045;100,18;100,18;16,53;7;13728077;18/03/2024
507496906;99,98;99,98;16,5;5;13728077;18/03/2024
507496879;213,72;213,72;35,26;6;13728077;18/03/2024
507496569;214,09;214,09;35,32;8;13728077;18/03/2024
507496339;326,67;326,67;53,9;10;13728077;18/03/2024
507496338;492,35;492,35;29,54;10;13728076;18/03/2024
507496233;1630,67;1630,67;269,06;10;13728077;18/03/2024
507496145;130,57;130,57;21,54;7;13728077;18/03/2024
507496137;704,46;704,46;116,24;9;13728077;18/03/2024
507496131;100,38;100,38;16,56;7;13728077;18/03/2024
