#ADE#;#VALOR_BASE#;#VALOR_BASE_BRUTO#;#VALOR_CMS#;#PRAZO#;#CODIGO_TABELA#;#DATA_DIGITACAO#
507695181;470,08;470,08;77,56;10;13728077;29/04/2024
507694489;114,24;114,24;18,85;6;13728077;29/04/2024
507694302;3354,42;3354,42;553,48;10;13728077;29/04/2024
507693975;136,84;136,84;22,58;6;13728077;29/04/2024
507693711;148,74;148,74;24,54;7;13728077;29/04/2024
507693404;115,46;115,46;19,05;7;13728077;29/04/2024
507692554;146,63;146,63;24,19;7;13728077;29/04/2024
507692499;226,53;226,53;37,38;7;13728077;29/04/2024
507692485;217,30;217,3;35,85;9;13728077;29/04/2024
507691715;4007,05;4007,05;661,16;5;13728077;29/04/2024
507691657;160,36;160,36;26,46;7;13728077;29/04/2024
507691609;243,33;243,33;40,15;6;13728077;29/04/2024
507691525;2604,09;2604,09;429,67;3;13728077;29/04/2024
507690848;139,72;139,72;23,05;7;13728077;29/04/2024
507690728;199,69;199,69;32,95;10;13728077;29/04/2024
507690701;216,57;216,57;35,73;7;13728077;29/04/2024
507689925;144,19;144,19;23,79;9;13728077;29/04/2024
