#ADE#;#VALOR_BASE#;#VALOR_BASE_BRUTO#;#VALOR_CMS#;#PRAZO#;#CODIGO_TABELA#;#DATA_DIGITACAO#
507643039;121,99;121,99;20,13;9;13728077;22/04/2024
507642996;157,87;157,87;26,05;8;13728077;22/04/2024
507642950;99,75;99,75;16,46;6;13728077;22/04/2024
507642868;105,34;105,34;17,38;5;13728077;22/04/2024
507642861;105,13;105,13;17,35;7;13728077;22/04/2024
507642640;104,71;104,71;17,28;5;13728077;22/04/2024
507642603;100,87;100,87;16,64;5;13728077;22/04/2024
507642329;127,99;127,99;21,12;4;13728077;22/04/2024
507642300;96,83;96,83;15,98;6;13728077;22/04/2024
507642122;125,82;125,82;20,76;7;13728077;22/04/2024
507641799;332,04;332,04;54,79;8;13728077;22/04/2024
507641595;151,45;151,45;24,99;7;13728077;22/04/2024
507641506;148,10;148,1;24,44;7;13728077;22/04/2024
507641491;154,73;154,73;25,53;7;13728077;22/04/2024
507641199;575,26;575,26;94,92;8;13728077;22/04/2024
507641088;122,18;122,18;20,16;7;13728077;22/04/2024
507640312;185,00;185,0;30,52;10;13728077;22/04/2024
507640257;117,56;117,56;19,4;7;13728077;22/04/2024
507640158;120,08;120,08;19,81;6;13728077;22/04/2024
507640085;143,99;143,99;23,76;10;13728077;22/04/2024
507640046;122,90;122,9;20,28;8;13728077;22/04/2024
507639947;719,02;719,02;118,64;9;13728077;22/04/2024
507639807;245,29;245,29;40,47;9;13728077;22/04/2024
507639691;424,42;424,42;70,03;6;13728077;22/04/2024
507639608;213,59;213,59;35,24;6;13728077;22/04/2024
507639565;125,57;125,57;20,72;6;13728077;22/04/2024
507639446;147,86;147,86;24,4;8;13728077;22/04/2024
507639344;272,64;272,64;44,99;9;13728077;22/04/2024
507639188;159,82;159,82;26,37;6;13728077;22/04/2024
507639177;883,57;883,57;145,79;7;13728077;22/04/2024
507638920;273,93;273,93;45,2;9;13728077;22/04/2024
507638758;128,89;128,89;21,27;7;13728077;22/04/2024
507638721;188,49;188,49;31,1;10;13728077;22/04/2024
507638646;131,39;131,39;21,68;7;13728077;22/04/2024
507638628;158,17;158,17;26,1;10;13728077;22/04/2024
507638609;125,08;125,08;20,64;8;13728077;22/04/2024
507638499;102,25;102,25;16,87;5;13728077;22/04/2024
507638463;138,08;138,08;22,78;6;13728077;22/04/2024
507638444;117,83;117,83;19,44;10;13728077;22/04/2024
507638308;137,56;137,56;22,7;7;13728077;22/04/2024
507638130;158,94;158,94;26,23;5;13728077;22/04/2024
507638021;245,01;245,01;40,43;7;13728077;22/04/2024
507638007;279,89;279,89;46,18;9;13728077;22/04/2024
507637856;120,09;120,09;19,81;8;13728077;22/04/2024
507637846;155,41;155,41;25,64;6;13728077;22/04/2024
507637818;9793,76;9793,76;1615,97;10;13728077;22/04/2024
507637473;129,03;129,03;21,29;4;13728077;22/04/2024
507637443;117,23;117,23;19,34;5;13728077;22/04/2024
507637375;103,15;103,15;17,02;8;13728077;22/04/2024
507637291;346,43;346,43;57,16;8;13728077;22/04/2024
507637161;113,84;113,84;18,78;6;13728077;22/04/2024
507637022;141,44;141,44;23,34;6;13728077;22/04/2024
