#ADE#;#VALOR_BASE#;#VALOR_BASE_BRUTO#;#VALOR_CMS#;#PRAZO#;#CODIGO_TABELA#;#DATA_DIGITACAO#
507591196;129,02;129,02;7,74;5;13728076;11/04/2024
507590446;164,42;164,42;27,13;10;13728077;11/04/2024
507589816;109,49;109,49;18,07;6;13728077;11/04/2024
507589728;2110,45;2110,45;348,22;10;13728077;11/04/2024
507589577;525,45;525,45;31,53;9;13728076;11/04/2024
507588662;137,27;137,27;22,65;8;13728077;11/04/2024
507588278;99,20;99,2;16,37;8;13728077;11/04/2024
507588151;185,11;185,11;30,54;9;13728077;11/04/2024
507588132;217,45;217,45;35,88;7;13728077;11/04/2024
507587874;420,66;420,66;69,41;7;13728077;11/04/2024
507587479;176,36;176,36;29,1;5;13728077;11/04/2024
507587188;116,64;116,64;19,25;8;13728077;11/04/2024
507587164;163,26;163,26;26,94;8;13728077;11/04/2024
507586915;158,44;158,44;26,14;7;13728077;11/04/2024
507586782;143,68;143,68;23,71;9;13728077;11/04/2024
507586641;290,22;290,22;47,89;7;13728077;11/04/2024
507586355;141,02;141,02;23,27;6;13728077;11/04/2024
507585764;221,81;221,81;36,6;7;13728077;11/04/2024
