#ADE#;#VALOR_BASE#;#VALOR_BASE_BRUTO#;#VALOR_CMS#;#PRAZO#;#CODIGO_TABELA#;#DATA_DIGITACAO#
507602373;109,16;109,16;18,01;6;13728077;15/04/2024
507602350;105,13;105,13;6,31;6;13728076;15/04/2024
507602030;163,26;163,26;26,94;7;13728077;15/04/2024
507600750;254,90;254,9;42,06;9;13728077;15/04/2024
507600624;122,00;122,0;20,13;6;13728077;15/04/2024
507599796;827,76;827,76;136,58;8;13728077;15/04/2024
507599065;130,83;130,83;21,59;6;13728077;15/04/2024
507598729;679,06;679,06;112,04;10;13728077;15/04/2024
507598218;357,31;357,31;58,96;10;13728077;15/04/2024
507598038;142,66;142,66;23,54;6;13728077;15/04/2024
507598022;256,11;256,11;42,26;6;13728077;15/04/2024
507597991;526,90;526,9;86,94;10;13728077;15/04/2024
507597517;111,36;111,36;18,37;6;13728077;15/04/2024
507597170;262,34;262,34;43,29;8;13728077;15/04/2024
