#ADE#;#VALOR_BASE#;#VALOR_BASE_BRUTO#;#VALOR_CMS#;#PRAZO#;#CODIGO_TABELA#;#DATA_DIGITACAO#
507596279;337,91;337,91;55,76;6;13728077;12/04/2024
507596082;114,97;114,97;18,97;5;13728077;12/04/2024
507595849;4681,44;4681,44;772,44;5;13728077;12/04/2024
507595700;133,99;133,99;22,11;7;13728077;12/04/2024
507595170;2239,99;2239,99;369,6;1;13728077;12/04/2024
507594835;111,23;111,23;18,35;6;13728077;12/04/2024
507594648;140,94;140,94;23,26;6;13728077;12/04/2024
507594547;3387,25;3387,25;558,9;10;13728077;12/04/2024
507593079;1636,13;1636,13;269,96;1;13728077;12/04/2024
507592911;142,12;142,12;23,45;6;13728077;12/04/2024
507592728;150,06;150,06;24,76;7;13728077;12/04/2024
507592645;120,31;120,31;19,85;10;13728077;12/04/2024
507592353;108,21;108,21;6,49;4;13728076;12/04/2024
507592107;166,32;166,32;27,44;6;13728077;12/04/2024
507592067;142,40;142,4;23,5;9;13728077;12/04/2024
507592043;225,27;225,27;37,17;5;13728077;12/04/2024
507591892;125,74;125,74;7,54;6;13728076;12/04/2024
507591838;840,99;840,99;138,76;9;13728077;12/04/2024
507591703;100,14;100,14;16,52;5;13728077;12/04/2024
507591475;138,85;138,85;22,91;10;13728077;12/04/2024
