#ADE#;#VALOR_BASE#;#VALOR_BASE_BRUTO#;#VALOR_CMS#;#PRAZO#;#CODIGO_TABELA#;#DATA_DIGITACAO#
507585556;2434,72;2434,72;401,73;10;13728077;10/04/2024
507585498;942,49;942,49;155,51;10;13728077;10/04/2024
507585299;117,89;117,89;19,45;9;13728077;10/04/2024
507584695;140,87;140,87;23,24;7;13728077;10/04/2024
507584631;4365,05;4365,05;720,23;10;13728077;10/04/2024
507584178;335,28;335,28;55,32;10;13728077;10/04/2024
507584095;142,26;142,26;23,47;6;13728077;10/04/2024
507583982;302,35;302,35;49,89;1;13728077;10/04/2024
507583203;152,11;152,11;25,1;6;13728077;10/04/2024
507582740;285,26;285,26;47,07;6;13728077;10/04/2024
507582315;141,37;141,37;23,33;6;13728077;10/04/2024
507581831;170,86;170,86;28,19;6;13728077;10/04/2024
507581346;173,19;173,19;28,58;9;13728077;10/04/2024
507581303;97,47;97,47;16,08;5;13728077;10/04/2024
507581110;243,74;243,74;14,62;7;13728076;10/04/2024
507580458;192,56;192,56;31,77;7;13728077;10/04/2024
507580377;226,55;226,55;37,38;7;13728077;10/04/2024
507580360;117,83;117,83;19,44;10;13728077;10/04/2024
507580341;2649,89;2649,89;437,23;10;13728077;10/04/2024
507580137;113,85;113,85;18,79;8;13728077;10/04/2024
507580125;173,52;173,52;28,63;9;13728077;10/04/2024
507580012;142,12;142,12;23,45;7;13728077;10/04/2024
507579996;134,06;134,06;22,12;5;13728077;10/04/2024
507579976;117,81;117,81;19,44;10;13728077;10/04/2024
507579959;121,46;121,46;20,04;8;13728077;10/04/2024
507579931;110,73;110,73;18,27;5;13728077;10/04/2024
507579907;106,97;106,97;17,65;10;13728077;10/04/2024
507579825;103,80;103,8;17,13;10;13728077;10/04/2024
507579758;124,19;124,19;20,49;7;13728077;10/04/2024
507579747;294,19;294,19;48,54;7;13728077;10/04/2024
507579678;520,35;520,35;85,86;10;13728077;10/04/2024
507579653;3684,95;3684,95;608,02;10;13728077;10/04/2024
507579636;1697,08;1697,08;280,02;10;13728077;10/04/2024
507579619;1168,64;1168,64;192,83;10;13728077;10/04/2024
507579484;126,14;126,14;20,81;6;13728077;10/04/2024
