#ADE#;#VALOR_BASE#;#VALOR_BASE_BRUTO#;#VALOR_CMS#;#PRAZO#;#CODIGO_TABELA#;#DATA_DIGITACAO#
507565006;381,65;381,65;62,97;6;13728077;04/04/2024
507564565;117,63;117,63;7,06;8;13728076;04/04/2024
507564531;1553,62;1553,62;256,35;8;13728077;04/04/2024
507564418;108,25;108,25;17,86;6;13728077;04/04/2024
507564320;405,36;405,36;66,88;6;13728077;04/04/2024
507563879;2103,84;2103,84;347,13;2;13728077;04/04/2024
507563830;501,63;501,63;82,77;9;13728077;04/04/2024
507563079;116,62;116,62;19,24;4;13728077;04/04/2024
507563063;112,34;112,34;18,54;7;13728077;04/04/2024
507563009;5866,96;5866,96;968,05;10;13728077;04/04/2024
507562942;1359,63;1359,63;224,34;9;13728077;04/04/2024
507562833;1902,97;1902,97;313,99;6;13728077;04/04/2024
507562769;122,33;122,33;20,18;5;13728077;04/04/2024
507562760;354,71;354,71;58,53;7;13728077;04/04/2024
507562582;328,10;328,1;54,14;9;13728077;04/04/2024
507562048;105,61;105,61;17,43;5;13728077;04/04/2024
507561154;198,12;198,12;32,69;10;13728077;04/04/2024
507561003;119,61;119,61;19,74;5;13728077;04/04/2024
507560776;251,06;251,06;41,42;7;13728077;04/04/2024
