#ADE#;#VALOR_BASE#;#VALOR_BASE_BRUTO#;#VALOR_CMS#;#PRAZO#;#CODIGO_TABELA#;#DATA_DIGITACAO#
507617911;405,02;405,02;66,83;10;13728077;18/04/2024
507617722;107,38;107,38;17,72;5;13728077;18/04/2024
507617436;107,73;107,73;17,78;7;13728077;18/04/2024
507617380;110,52;110,52;18,24;5;13728077;18/04/2024
507616883;880,11;880,11;145,22;9;13728077;18/04/2024
507616771;130,59;130,59;21,55;5;13728077;18/04/2024
507616559;240,86;240,86;39,74;5;13728077;18/04/2024
507616016;131,82;131,82;21,75;7;13728077;18/04/2024
507615563;139,64;139,64;23,04;4;13728077;18/04/2024
507615497;112,48;112,48;18,56;6;13728077;18/04/2024
507615074;271,11;271,11;44,73;7;13728077;18/04/2024
507614964;108,12;108,12;17,84;7;13728077;18/04/2024
507614912;263,06;263,06;43,4;10;13728077;18/04/2024
507614877;157,98;157,98;26,07;10;13728077;18/04/2024
507614795;276,50;276,5;45,62;8;13728077;18/04/2024
507614679;597,09;597,09;98,52;9;13728077;18/04/2024
507614423;366,59;366,59;60,49;9;13728077;18/04/2024
507614241;104,74;104,74;17,28;6;13728077;18/04/2024
507613792;859,30;859,3;141,78;8;13728077;18/04/2024
507613461;3282,26;3282,26;541,57;5;13728077;18/04/2024
507613179;134,06;134,06;22,12;8;13728077;18/04/2024
507613077;1879,85;1879,85;310,18;6;13728077;18/04/2024
507612988;146,98;146,98;24,25;8;13728077;18/04/2024
