#ADE#;#VALOR_BASE#;#VALOR_BASE_BRUTO#;#VALOR_CMS#;#PRAZO#;#CODIGO_TABELA#;#DATA_DIGITACAO#
507689086;167,12;167,12;27,57;8;13728077;26/04/2024
507687632;119,31;119,31;19,69;4;13728077;26/04/2024
507687582;3263,53;3263,53;538,48;6;13728077;26/04/2024
507687228;186,33;186,33;30,74;8;13728077;26/04/2024
507687047;119,02;119,02;19,64;6;13728077;26/04/2024
507687043;151,78;151,78;25,04;6;13728077;26/04/2024
507686882;135,99;135,99;22,44;10;13728077;26/04/2024
507686790;110,34;110,34;18,21;6;13728077;26/04/2024
507686785;105,25;105,25;17,37;8;13728077;26/04/2024
507685886;153,97;153,97;9,24;6;13728076;26/04/2024
507685291;163,04;163,04;26,9;7;13728077;26/04/2024
507683839;4355,01;4355,01;718,58;7;13728077;26/04/2024
507683283;107,87;107,87;17,8;5;13728077;26/04/2024
507683221;112,30;112,3;18,53;6;13728077;26/04/2024
507682306;141,85;141,85;23,41;6;13728077;26/04/2024
507682046;176,02;176,02;29,04;8;13728077;26/04/2024
507681796;165,20;165,2;27,26;6;13728077;26/04/2024
507681746;127,28;127,28;21,0;9;13728077;26/04/2024
