#ADE#;#VALOR_BASE#;#VALOR_BASE_BRUTO#;#VALOR_CMS#;#PRAZO#;#CODIGO_TABELA#;#DATA_DIGITACAO#
507671815;325,63;325,63;19,54;10;13728076;24/04/2024
507671674;134,14;134,14;22,13;6;13728077;24/04/2024
507671660;1636,39;1636,39;270,0;8;13728077;24/04/2024
507671365;149,24;149,24;24,62;10;13728077;24/04/2024
507671325;112,53;112,53;18,57;6;13728077;24/04/2024
507671254;121,92;121,92;20,12;7;13728077;24/04/2024
507671243;120,78;120,78;19,93;7;13728077;24/04/2024
507671143;252,82;252,82;41,72;6;13728077;24/04/2024
507670575;279,15;279,15;46,06;7;13728077;24/04/2024
507670438;126,77;126,77;20,92;7;13728077;24/04/2024
507670001;180,34;180,34;29,76;7;13728077;24/04/2024
507669802;184,81;184,81;30,49;9;13728077;24/04/2024
507669691;150,57;150,57;24,84;8;13728077;24/04/2024
507669688;112,93;112,93;18,63;9;13728077;24/04/2024
507669675;152,96;152,96;25,24;6;13728077;24/04/2024
507669603;100,77;100,77;16,63;4;13728077;24/04/2024
507669552;137,97;137,97;22,77;7;13728077;24/04/2024
507669515;157,92;157,92;26,06;7;13728077;24/04/2024
507668891;145,17;145,17;23,95;8;13728077;24/04/2024
507668879;122,40;122,4;20,2;10;13728077;24/04/2024
507668841;175,68;175,68;28,99;9;13728077;24/04/2024
507668822;100,23;100,23;16,54;8;13728077;24/04/2024
507668537;105,51;105,51;17,41;7;13728077;24/04/2024
507668319;128,41;128,41;7,7;7;13728076;24/04/2024
507668262;304,41;304,41;50,23;10;13728077;24/04/2024
507668214;1001,98;1001,98;165,33;10;13728077;24/04/2024
507668045;208,38;208,38;12,5;7;13728076;24/04/2024
507667942;121,36;121,36;20,02;7;13728077;24/04/2024
507667616;204,39;204,39;33,72;8;13728127;24/04/2024
507667080;120,75;120,75;19,92;7;13728077;24/04/2024
507666491;178,40;178,4;10,7;10;13728076;24/04/2024
507666272;211,11;211,11;34,83;7;13728077;24/04/2024
507666074;153,37;153,37;25,31;8;13728077;24/04/2024
507665818;6100,27;6100,27;1006,54;10;13728077;24/04/2024
507665751;112,88;112,88;18,63;7;13728077;24/04/2024
507665247;138,37;138,37;22,83;10;13728077;24/04/2024
507664941;131,68;131,68;21,73;7;13728077;24/04/2024
507663934;118,51;118,51;19,55;5;13728077;24/04/2024
507663883;550,43;550,43;90,82;7;13728077;24/04/2024
507663859;106,20;106,2;17,52;7;13728077;24/04/2024
507663801;102,23;102,23;16,87;4;13728077;24/04/2024
507663769;141,84;141,84;23,4;6;13728077;24/04/2024
507663722;418,16;418,16;69,0;9;13728077;24/04/2024
507663173;145,77;145,77;24,05;9;13728077;24/04/2024
507663046;136,55;136,55;22,53;8;13728077;24/04/2024
507662920;146,45;146,45;24,16;7;13728077;24/04/2024
507662909;120,24;120,24;19,84;6;13728077;24/04/2024
507662717;132,10;132,1;21,8;7;13728077;24/04/2024
507662591;114,32;114,32;18,86;10;13728077;24/04/2024
507662529;117,31;117,31;7,04;6;13728076;24/04/2024
507662316;166,68;166,68;27,5;10;13728077;24/04/2024
507662150;114,73;114,73;18,93;6;13728077;24/04/2024
507661533;158,44;158,44;26,14;8;13728077;24/04/2024
507661473;130,76;130,76;21,58;7;13728077;24/04/2024
507661262;123,89;123,89;20,44;5;13728077;24/04/2024
507660921;99,16;99,16;16,36;7;13728077;24/04/2024
507660713;137,08;137,08;22,62;7;13728077;24/04/2024
507660661;191,62;191,62;11,5;8;13728076;24/04/2024
507660088;120,96;120,96;19,96;6;13728077;24/04/2024
507659906;186,21;186,21;30,72;8;13728077;24/04/2024
507659760;8639,05;8639,05;1425,44;5;13728077;24/04/2024
507659331;104,18;104,18;17,19;7;13728077;24/04/2024
507659111;280,37;280,37;46,26;10;13728077;24/04/2024
507659051;140,67;140,67;23,21;10;13728077;24/04/2024
507658871;116,59;116,59;19,24;8;13728077;24/04/2024
507658736;103,67;103,67;17,11;7;13728077;24/04/2024
507658498;114,32;114,32;18,86;9;13728077;24/04/2024
