#ADE#;#VALOR_BASE#;#VALOR_BASE_BRUTO#;#VALOR_CMS#;#PRAZO#;#CODIGO_TABELA#;#DATA_DIGITACAO#
507548944;110,64;110,64;18,26;6;13728077;01/04/2024
507548638;145,18;145,18;8,71;5;13728076;01/04/2024
507548380;125,72;125,72;20,74;7;13728077;01/04/2024
507548327;180,99;180,99;29,86;6;13728077;01/04/2024
507548147;336,92;336,92;55,59;8;13728077;01/04/2024
507547932;105,01;105,01;17,33;6;13728077;01/04/2024
507547600;334,45;334,45;55,18;5;13728077;01/04/2024
507546791;97,02;97,02;16,01;6;13728077;01/04/2024
507546330;128,71;128,71;21,24;6;13728077;01/04/2024
507546183;123,91;123,91;20,45;6;13728077;01/04/2024
507545748;129,91;129,91;21,44;6;13728077;01/04/2024
507545729;431,25;431,25;71,16;10;13728077;01/04/2024
