#ADE#;#VALOR_BASE#;#VALOR_BASE_BRUTO#;#VALOR_CMS#;#PRAZO#;#CODIGO_TABELA#;#DATA_DIGITACAO#
507612912;109,87;109,87;18,13;9;13728077;17/04/2024
507612902;518,74;518,74;85,59;8;13728077;17/04/2024
507612880;1420,35;1420,35;234,36;9;13728077;17/04/2024
507612527;2560,09;2560,09;422,41;5;13728077;17/04/2024
507611646;442,71;442,71;73,05;10;13728077;17/04/2024
507611207;1749,58;1749,58;288,68;10;13728077;17/04/2024
507610785;271,76;271,76;16,31;9;13728076;17/04/2024
507610089;122,31;122,31;20,18;7;13728077;17/04/2024
507609161;222,87;222,87;36,77;9;13728077;17/04/2024
507608812;137,70;137,7;8,26;5;13728076;17/04/2024
507608395;1723,50;1723,5;284,38;5;13728077;17/04/2024
